ENSEMBLE	Chrom	Start	End	Strand	Type	SYMBOL
ENSMUSG00000101406.1	chr18	12501190	12504426	-	antisense	Gm29200
ENSMUSG00000110717.1	chr8	96512340	96513979	+	lincRNA	1700047G07Rik
ENSMUSG00000024116.6	chr17	23868056	23873114	+	protein_coding	Prss21
ENSMUSG00000075206.1	chr2	85904069	85905052	-	protein_coding	Olfr1024
ENSMUSG00000043631.8	chr13	49504810	49532789	+	protein_coding	Ecm2
ENSMUSG00000104373.1	chr12	115404431	115404724	-	IG_V_pseudogene	Gm37511
ENSMUSG00000054057.2	chr2	18025193	18037737	-	protein_coding	A930004D18Rik
ENSMUSG00000055737.12	chr15	3317760	3583492	-	protein_coding	Ghr
ENSMUSG00000066043.13	chr4	132355923	132422489	-	protein_coding	Phactr4
ENSMUSG00000074733.14	chr19	61053840	61140840	-	protein_coding	Zfp950
ENSMUSG00000108613.1	chr7	24054232	24073164	-	antisense	Gm36694
ENSMUSG00000071179.8	chr12	103668808	103676139	-	protein_coding	Serpina16
ENSMUSG00000036805.13	chr2	25085667	25095149	-	protein_coding	Noxa1
ENSMUSG00000038077.7	chr6	126708329	126740674	-	protein_coding	Kcna6
ENSMUSG00000054746.18	chr7	120328670	120407687	+	protein_coding	Abca15
ENSMUSG00000097756.2	chr7	73314003	73375774	-	antisense	A730056A06Rik
ENSMUSG00000042743.13	chr13	104109741	104141735	+	protein_coding	Sgtb
ENSMUSG00000062410.14	chr3	98741523	98763127	-	protein_coding	Hsd3b3
ENSMUSG00000049133.7	chr3	93197278	93221391	+	protein_coding	Flg2
ENSMUSG00000095493.2	chr14	34051126	34102754	-	protein_coding	A630023A22Rik
ENSMUSG00000012609.19	chr12	85824659	86061893	+	protein_coding	Ttll5
ENSMUSG00000036395.15	chr9	26763044	26806468	-	protein_coding	Glb1l2
ENSMUSG00000000303.12	chr8	106603351	106670246	+	protein_coding	Cdh1
ENSMUSG00000017493.12	chr11	99041244	99054392	+	protein_coding	Igfbp4
ENSMUSG00000019795.17	chr10	7629373	7681136	-	protein_coding	Pcmt1
ENSMUSG00000047412.16	chr9	31030644	31075885	+	protein_coding	Zbtb44
ENSMUSG00000073730.2	chr1	23100473	23102253	-	protein_coding	Ppp1r14bl
ENSMUSG00000042185.14	chr9	31386192	31421333	+	protein_coding	Nfrkb
ENSMUSG00000072708.3	chr11	73484274	73491603	-	protein_coding	Olfr381
ENSMUSG00000031561.16	chr8	48227682	48843951	-	protein_coding	Tenm3
ENSMUSG00000005470.8	chr8	83955507	83970197	+	protein_coding	Asf1b
ENSMUSG00000111853.1	chr9	31559609	31579634	+	lincRNA	Gm31408
ENSMUSG00000085048.1	chr16	3927789	3929357	-	antisense	Gm15537
ENSMUSG00000020532.18	chr11	84129672	84401651	+	protein_coding	Acaca
ENSMUSG00000090254.7	chr6	89140994	89147388	+	lincRNA	Gm1965
ENSMUSG00000043687.15	chr8	120608602	120647632	-	protein_coding	1190005I06Rik
ENSMUSG00000074594.9	chr2	164649631	164656583	-	protein_coding	Wfdc9
ENSMUSG00000055373.8	chr4	25609332	25800244	-	protein_coding	Fut9
ENSMUSG00000110766.1	chr9	14949463	14977583	+	lincRNA	Gm47214
ENSMUSG00000087329.3	chr1	68024243	68025763	+	lincRNA	Gm15671
ENSMUSG00000061393.14	chr9	119402118	119434995	+	protein_coding	Acvr2b
ENSMUSG00000021997.4	chr14	75084303	75130881	-	protein_coding	Lrrc63
ENSMUSG00000113769.1	chr12	111941991	111944484	-	lincRNA	5033406O09Rik
ENSMUSG00000038844.10	chr2	142617474	142901531	-	protein_coding	Kif16b
ENSMUSG00000085951.1	chr11	43106140	43116294	-	lincRNA	Gm12145
ENSMUSG00000044025.6	chr10	129498492	129503342	+	protein_coding	Olfr790
ENSMUSG00000032498.9	chr9	111228228	111271791	-	protein_coding	Mlh1
ENSMUSG00000100039.1	chr9	106452181	106452918	-	antisense	Gm28959
ENSMUSG00000106300.1	chr5	30529457	30543830	+	antisense	Gm42765
ENSMUSG00000114922.1	chr14	25696974	25701282	-	antisense	Ppifos
ENSMUSG00000047940.13	chr3	139205694	139710299	+	protein_coding	Stpg2
ENSMUSG00000071019.11	chr4	4055929	4077522	-	protein_coding	Sdr16c6
ENSMUSG00000021000.17	chr12	59095799	59191583	+	protein_coding	Mia2
ENSMUSG00000039908.14	chr11	119355557	119381079	+	protein_coding	Slc26a11
ENSMUSG00000075408.5	chr15	101293212	101297426	+	protein_coding	Smim41
ENSMUSG00000075335.3	chr16	18591992	18609751	+	lincRNA	4930588K23Rik
ENSMUSG00000097006.7	chr17	23743234	23754065	+	antisense	9530082P21Rik
ENSMUSG00000096111.7	chr15	99931711	99953044	+	antisense	Gm21917
ENSMUSG00000040297.12	chr1	161816114	161876682	-	protein_coding	Suco
ENSMUSG00000035953.14	chr14	50926068	50930856	-	protein_coding	Pip4p1
ENSMUSG00000108303.1	chr7	117229607	117278839	+	lincRNA	Gm39075
ENSMUSG00000049154.12	chr11	58792797	58801960	-	protein_coding	Fam183b
ENSMUSG00000045479.7	chr6	41768770	41775177	-	protein_coding	Olfr459
ENSMUSG00000022614.8	chr15	89351004	89355659	-	protein_coding	Lmf2
ENSMUSG00000093804.3	chr2	111812247	111820340	-	protein_coding	Olfr1303
ENSMUSG00000038060.15	chr9	119102478	119148246	+	protein_coding	Dlec1
ENSMUSG00000078972.1	chr2	155940728	155942750	+	protein_coding	Gm15557
ENSMUSG00000069045.11	chrY	1260771	1286629	-	protein_coding	Ddx3y
ENSMUSG00000019787.9	chr10	33080554	33476709	+	protein_coding	Trdn
ENSMUSG00000074673.15	chr2	152962485	153008482	+	protein_coding	Ttll9
ENSMUSG00000044018.3	chr4	49512596	49521093	-	protein_coding	Mrpl50
ENSMUSG00000110794.1	chr10	92401014	92417495	+	lincRNA	4930401A07Rik
ENSMUSG00000026502.13	chr1	178187417	178257301	+	protein_coding	Desi2
ENSMUSG00000117900.1	chr19	44225796	44246570	-	antisense	Gm50323
ENSMUSG00000092354.7	chr5	101837416	101846410	+	antisense	Gm20548
ENSMUSG00000054626.11	chrX	53777118	53797706	-	protein_coding	Xlr
ENSMUSG00000045693.8	chr7	23301192	23362277	+	protein_coding	Nlrp4e
ENSMUSG00000090263.1	chr18	74017907	74020088	+	lincRNA	D730045A05Rik
ENSMUSG00000030407.2	chr7	19139702	19149291	-	protein_coding	Qpctl
ENSMUSG00000101804.1	chrY	78927796	78931033	+	lincRNA	Gm28813
ENSMUSG00000035451.7	chr12	57540628	57546916	-	protein_coding	Foxa1
ENSMUSG00000096986.2	chr9	72518250	72531858	-	lincRNA	4930509E16Rik
ENSMUSG00000027209.17	chr2	125983483	126152004	-	protein_coding	Fam227b
ENSMUSG00000078577.3	chr4	121105651	121109226	-	protein_coding	Tmco2
ENSMUSG00000021799.9	chr14	34590618	34600142	-	protein_coding	Opn4
ENSMUSG00000105547.1	chr16	19065230	19065681	-	IG_C_gene	Iglc3
ENSMUSG00000114647.1	chr13	35957545	35965008	-	antisense	Gm30127
ENSMUSG00000094314.3	chr10	100335676	100336589	+	protein_coding	Gm4301
ENSMUSG00000059395.4	chr13	21467047	21468509	-	protein_coding	Nkapl
ENSMUSG00000097022.2	chr13	100106795	100108339	-	antisense	BC001981
ENSMUSG00000071434.2	chr10	3119841	3129546	+	lincRNA	9230019H11Rik
ENSMUSG00000050936.5	chr3	96269721	96279001	+	lincRNA	Gm42743
ENSMUSG00000085007.3	chr3	36515057	36532384	-	protein_coding	Gm11549
ENSMUSG00000116508.1	chr15	83172350	83174808	+	antisense	Gm49463
ENSMUSG00000100424.1	chrY	54819758	54820616	+	lincRNA	Gm29557
ENSMUSG00000050435.2	chrX	114905012	114905941	+	protein_coding	Ube2dnl1
ENSMUSG00000087504.1	chr2	75436057	75444179	+	lincRNA	Gm13658
ENSMUSG00000049362.6	chr16	58795207	58800268	-	protein_coding	Olfr173
ENSMUSG00000114213.1	chr13	114124348	114151592	-	antisense	A430090L17Rik
ENSMUSG00000020755.9	chr11	115933282	115966725	+	protein_coding	Sap30bp
ENSMUSG00000087142.7	chr4	43504428	43508747	-	antisense	Gm12454
ENSMUSG00000063234.5	chr15	103308235	103310612	-	protein_coding	Gpr84
ENSMUSG00000036120.10	chr8	70130794	70139154	-	protein_coding	Rfxank
ENSMUSG00000092522.1	chr3	154708658	154711343	-	antisense	Gm20389
ENSMUSG00000044876.15	chr7	6172226	6193811	+	protein_coding	Zfp444
ENSMUSG00000092165.9	chr14	44556795	44627938	-	protein_coding	Gm5624
ENSMUSG00000031701.6	chr8	85537633	85555344	-	protein_coding	Dnaja2
ENSMUSG00000042351.9	chr15	80572594	80652854	+	protein_coding	Grap2
ENSMUSG00000113272.1	chr12	39061907	39154761	-	lincRNA	Gm34809
ENSMUSG00000069804.2	chr11	77785453	77787747	-	protein_coding	Gm10277
ENSMUSG00000070677.8	chr5	95456806	95485587	+	protein_coding	D5Ertd577e
ENSMUSG00000021009.15	chr12	98676741	98737405	-	protein_coding	Ptpn21
ENSMUSG00000098027.1	chr5	112582645	112583371	+	lincRNA	Gm27004
ENSMUSG00000028577.13	chr4	94567514	94603244	-	protein_coding	Plaa
ENSMUSG00000074805.5	chr2	129369897	129375748	+	antisense	Il1bos
ENSMUSG00000024376.7	chr18	33796327	34006966	-	protein_coding	Epb41l4a
ENSMUSG00000027660.16	chr3	31095058	31122577	+	protein_coding	Skil
ENSMUSG00000047861.2	chr11	34204338	34208089	-	protein_coding	Foxi1
ENSMUSG00000118001.1	chr19	26483557	26484450	-	lincRNA	Gm34808
ENSMUSG00000051728.7	chr16	92318765	92321441	-	protein_coding	Fam243
ENSMUSG00000022366.12	chr15	57243767	57477625	-	protein_coding	Slc22a22
ENSMUSG00000026496.11	chr1	180568924	180601254	+	protein_coding	Parp1
ENSMUSG00000062833.2	chr6	41968140	41973090	+	protein_coding	Sval3
ENSMUSG00000066415.4	chr9	101074101	101104800	+	protein_coding	Msl2
ENSMUSG00000116823.1	chr16	16909431	16911716	-	antisense	Gm49595
ENSMUSG00000087127.1	chr7	34665413	34673999	-	lincRNA	Gm12756
ENSMUSG00000037593.12	chr11	78290841	78296805	+	protein_coding	Rskr
ENSMUSG00000020901.13	chr11	68432121	68497849	+	protein_coding	Pik3r5
ENSMUSG00000056293.12	chr15	63824346	63845177	-	protein_coding	Gsdmc2
ENSMUSG00000086244.1	chrX	129064297	129067146	+	lincRNA	4930558G05Rik
ENSMUSG00000054556.6	chr6	17065010	17171833	-	antisense	Gm4876
ENSMUSG00000097221.1	chr15	12321438	12321899	-	protein_coding	1810049J17Rik
ENSMUSG00000112864.1	chr10	77741796	77742638	-	protein_coding	Gm18596
ENSMUSG00000110205.1	chr2	57982192	57986017	-	lincRNA	Gm33594
ENSMUSG00000028885.8	chr4	132732966	132757252	-	protein_coding	Smpdl3b
ENSMUSG00000073949.4	chr7	103449046	103453531	+	protein_coding	Olfr606
ENSMUSG00000087657.8	chr7	132597387	132599637	+	antisense	Gm16764
ENSMUSG00000053194.2	chr5	30485583	30545836	-	protein_coding	Cib4
ENSMUSG00000055108.6	chr10	99125167	99126325	-	protein_coding	Phxr2
ENSMUSG00000051860.13	chr3	30746293	30767174	+	protein_coding	Samd7
ENSMUSG00000117896.1	chr19	52923181	52941209	+	lincRNA	AA387883
ENSMUSG00000028971.4	chr4	149125034	149126763	-	protein_coding	Cort
ENSMUSG00000085405.1	chr2	74298940	74307717	-	lincRNA	4930441J16Rik
ENSMUSG00000029660.10	chr5	149439660	149470979	+	protein_coding	Tex26
ENSMUSG00000029335.5	chr5	98854415	98884396	+	protein_coding	Bmp3
ENSMUSG00000006154.13	chr7	4460674	4480487	+	protein_coding	Eps8l1
ENSMUSG00000031241.17	chrX	107667964	107688978	+	protein_coding	Tbx22
ENSMUSG00000059251.1	chr2	36640041	36640976	+	protein_coding	Olfr345
ENSMUSG00000023944.14	chr17	45567775	45573271	-	protein_coding	Hsp90ab1
ENSMUSG00000063531.7	chr5	14025276	14256689	+	protein_coding	Sema3e
ENSMUSG00000040950.13	chr11	70130329	70137550	+	protein_coding	Mgl2
ENSMUSG00000059547.3	chr9	109717566	109746089	-	protein_coding	Fbxw26
ENSMUSG00000112907.1	chr10	79412962	79417905	-	lincRNA	Gm47015
ENSMUSG00000117296.1	chr17	66193352	66199820	+	lincRNA	Gm20742
ENSMUSG00000035936.6	chr13	24907579	24937661	-	protein_coding	Aldh5a1
ENSMUSG00000084822.1	chr11	120647670	120657061	+	antisense	Myadml2os
ENSMUSG00000115680.1	chr15	38184009	38202217	-	lincRNA	Gm35167
ENSMUSG00000094612.3	chr7	108313451	108318827	+	protein_coding	Olfr491
ENSMUSG00000117977.1	chr18	63760332	63763217	-	antisense	Gm50106
ENSMUSG00000066750.3	chr9	37803031	37808144	+	protein_coding	Olfr876
ENSMUSG00000055594.6	chr6	133292216	133295792	+	protein_coding	5530400C23Rik
ENSMUSG00000116033.1	chr15	98893351	98895175	+	antisense	Gm49442
ENSMUSG00000042043.6	chr13	94788910	94842922	+	protein_coding	Tbca
ENSMUSG00000025316.16	chr8	121949750	122029258	+	protein_coding	Banp
ENSMUSG00000087660.1	chr3	94959034	94962048	-	antisense	B230398E01Rik
ENSMUSG00000074284.6	chr9	57056630	57071966	-	antisense	Gm10658
ENSMUSG00000048310.8	chr8	105900441	105931778	+	protein_coding	Pskh1
ENSMUSG00000059939.13	chr4	156109982	156127265	+	protein_coding	9430015G10Rik
ENSMUSG00000095609.2	chr13	120034605	120052194	-	protein_coding	Gm21188
ENSMUSG00000090199.1	chr15	7397897	7411381	+	antisense	Gm16029
ENSMUSG00000030787.4	chr7	110850607	110863239	-	protein_coding	Lyve1
ENSMUSG00000002012.13	chrX	73655994	73660117	-	protein_coding	Pnck
ENSMUSG00000047293.7	chr16	58717433	58719070	-	protein_coding	Gpr15
ENSMUSG00000003421.13	chr7	45062429	45078210	+	protein_coding	Nosip
ENSMUSG00000113278.1	chr12	71337628	71342803	+	lincRNA	Gm33016
ENSMUSG00000084234.2	chr7	50599190	50600530	+	protein_coding	4933405O20Rik
ENSMUSG00000021962.9	chr14	30479535	30527063	+	protein_coding	Dcp1a
ENSMUSG00000052549.4	chrX	134187501	134208028	+	protein_coding	Arl13a
ENSMUSG00000029022.18	chr4	147860778	147868816	-	protein_coding	Miip
ENSMUSG00000076556.3	chr6	69575975	69576500	-	IG_V_gene	Igkv4-57
ENSMUSG00000051379.12	chr2	140650914	140671469	-	protein_coding	Flrt3
ENSMUSG00000042660.8	chr18	36760220	36763810	+	protein_coding	Wdr55
ENSMUSG00000079619.2	chrX	39346267	39346963	+	protein_coding	Cypt15
ENSMUSG00000087032.1	chr2	103177787	103186681	+	lincRNA	Gm13874
ENSMUSG00000056486.18	chr2	73610660	73775346	-	protein_coding	Chn1
ENSMUSG00000025193.14	chr19	43752996	43768638	+	protein_coding	Cutc
ENSMUSG00000055523.7	chr19	55198099	55241236	-	protein_coding	Gucy2g
ENSMUSG00000110440.1	chr8	122870174	122901457	+	antisense	Gm45894
ENSMUSG00000054237.6	chr19	38188481	38224156	-	protein_coding	Fra10ac1
ENSMUSG00000019907.10	chr10	108162193	108284475	+	protein_coding	Ppp1r12a
ENSMUSG00000021685.11	chr13	94875602	94885130	+	protein_coding	Otp
ENSMUSG00000085802.1	chr15	79427220	79431629	+	antisense	Gm16059
ENSMUSG00000032864.4	chr2	101624718	101632529	+	protein_coding	Rag2
ENSMUSG00000066682.11	chr5	137865827	137871815	-	protein_coding	Pilrb2
ENSMUSG00000101182.1	chrY	62874899	62885362	-	lincRNA	Gm29209
ENSMUSG00000105765.1	chr3	134404143	134423635	-	lincRNA	4930539C22Rik
ENSMUSG00000036214.14	chr17	36958592	36965625	+	protein_coding	Znrd1as
ENSMUSG00000085211.2	chr10	7780185	7781357	+	antisense	B430219N15Rik
ENSMUSG00000097831.1	chr6	119896159	119902653	-	lincRNA	4930540M05Rik
ENSMUSG00000050705.15	chr17	35892677	35897431	-	protein_coding	2310061I04Rik
ENSMUSG00000042557.14	chr9	57072040	57128366	+	protein_coding	Sin3a
ENSMUSG00000040471.17	chr11	72435526	72438400	+	protein_coding	Ggt6
ENSMUSG00000108627.1	chr7	121257359	121295852	+	lincRNA	Gm45079
ENSMUSG00000040694.4	chr17	48419231	48432930	-	protein_coding	Apobec2
ENSMUSG00000117123.1	chr4	88909855	88938521	-	lincRNA	Gm49890
ENSMUSG00000021687.14	chr13	94201310	94285857	-	protein_coding	Scamp1
ENSMUSG00000025504.14	chr7	141338880	141363020	+	protein_coding	Eps8l2
ENSMUSG00000059379.3	chr2	85772713	85778974	+	protein_coding	Olfr1014
ENSMUSG00000076901.1	chr14	54191661	54191725	+	TR_J_gene	Traj28
ENSMUSG00000040836.15	chr1	165295789	165326745	+	protein_coding	Gpr161
ENSMUSG00000094856.1	chr3	137671524	137672540	+	protein_coding	Gm21962
ENSMUSG00000030780.15	chr7	128271379	128298170	-	protein_coding	BC017158
ENSMUSG00000087247.3	chr1	6359218	6394731	+	protein_coding	Alkal1
ENSMUSG00000059327.9	chrX	99975606	100400762	+	protein_coding	Eda
ENSMUSG00000020250.10	chr10	82833951	82897712	+	protein_coding	Txnrd1
ENSMUSG00000086172.1	chr4	106554669	106557897	-	antisense	2700068H02Rik
ENSMUSG00000040875.12	chr9	114978569	115232225	+	protein_coding	Osbpl10
ENSMUSG00000022521.10	chr16	4081328	4213997	-	protein_coding	Crebbp
ENSMUSG00000043267.3	chr2	85990304	85993704	+	protein_coding	Olfr1031
ENSMUSG00000028843.8	chr4	134127406	134128789	-	protein_coding	Sh3bgrl3
ENSMUSG00000111059.1	chr9	35301722	35307599	-	lincRNA	Gm33838
ENSMUSG00000047050.2	chr9	38605102	38610978	+	protein_coding	Olfr914
ENSMUSG00000046598.15	chr16	31422280	31458901	+	protein_coding	Bdh1
ENSMUSG00000087002.1	chr19	58204139	58236047	+	antisense	Gm16277
ENSMUSG00000021131.14	chr12	80634022	80644341	-	protein_coding	Erh
ENSMUSG00000050989.9	chr4	134537892	134552166	-	protein_coding	Selenon
ENSMUSG00000024317.15	chr18	21001341	21028224	+	protein_coding	Rnf138
ENSMUSG00000092474.1	chr17	36167982	36171805	+	antisense	Gm20478
ENSMUSG00000033114.11	chr13	64096308	64129368	-	protein_coding	Slc35d2
ENSMUSG00000096911.7	chrX	28666150	28700879	+	lincRNA	Gm2165
ENSMUSG00000100583.6	chr7	16613824	16632643	+	antisense	Gm29443
ENSMUSG00000024619.8	chr18	61018862	61036199	-	protein_coding	Cdx1
ENSMUSG00000026604.17	chr1	189728268	189876695	+	protein_coding	Ptpn14
ENSMUSG00000027002.13	chr2	80500512	80581380	-	protein_coding	Nckap1
ENSMUSG00000085419.1	chr11	117523603	117532205	+	lincRNA	Gm11734
ENSMUSG00000085457.3	chr13	33935567	33960181	+	antisense	1110046J04Rik
ENSMUSG00000085804.1	chr4	130974790	131001339	+	lincRNA	Gm12973
ENSMUSG00000117772.1	chr17	34099929	34109823	+	lincRNA	Gm50333
ENSMUSG00000113882.1	chr13	53968944	53976666	+	lincRNA	Gm48550
ENSMUSG00000020598.16	chr12	44328885	44601964	+	protein_coding	Nrcam
ENSMUSG00000112828.1	chr10	79793781	79794656	-	antisense	Gm48495
ENSMUSG00000038330.10	chr4	88627320	88634411	-	protein_coding	C87499
ENSMUSG00000063785.12	chrX	48256862	48282453	+	protein_coding	Utp14a
ENSMUSG00000045871.5	chr14	110748580	110755149	-	protein_coding	Slitrk6
ENSMUSG00000091119.2	chr15	3280070	3303526	-	protein_coding	Ccdc152
ENSMUSG00000048371.8	chr8	104591451	104599026	+	protein_coding	Pdp2
ENSMUSG00000001260.10	chr5	70751047	70842617	-	protein_coding	Gabrg1
ENSMUSG00000022249.14	chr15	10500102	10558668	-	protein_coding	Ttc23l
ENSMUSG00000030876.7	chr7	121034445	121078329	+	protein_coding	Mettl9
ENSMUSG00000038042.11	chr13	48577872	48625664	-	protein_coding	Ptpdc1
ENSMUSG00000032536.12	chr9	121297502	121474918	+	protein_coding	Trak1
ENSMUSG00000050029.7	chrX	51003912	51018018	-	protein_coding	Rap2c
ENSMUSG00000109566.1	chr8	8066666	8093355	+	lincRNA	Gm31401
ENSMUSG00000020216.13	chr10	80808496	80813498	-	protein_coding	Jsrp1
ENSMUSG00000041594.18	chr14	122918971	122984035	-	protein_coding	Tmtc4
ENSMUSG00000115698.1	chr14	51926264	51929660	-	lincRNA	Gm49076
ENSMUSG00000090329.1	chr13	102762435	102764785	+	antisense	Gm17160
ENSMUSG00000056758.14	chr10	120361275	120476469	-	protein_coding	Hmga2
ENSMUSG00000096833.2	chr6	69607275	69607828	-	IG_V_gene	Igkv4-55
ENSMUSG00000022636.13	chr16	52248996	52454074	-	protein_coding	Alcam
ENSMUSG00000071235.12	chr12	84641019	84651455	+	protein_coding	Vrtn
ENSMUSG00000056288.11	chr11	4620275	4630011	-	antisense	Gm11961
ENSMUSG00000063354.7	chr15	76612383	76617384	-	protein_coding	Slc39a4
ENSMUSG00000019647.16	chr18	47235598	47368870	-	protein_coding	Sema6a
ENSMUSG00000115784.1	chr15	66335133	66340714	-	lincRNA	Gm30929
ENSMUSG00000105057.1	chr3	122293439	122303613	+	lincRNA	Gm40190
ENSMUSG00000056197.6	chr6	73468573	73469667	-	protein_coding	4931417E11Rik
ENSMUSG00000030616.16	chr7	90302252	90410719	+	protein_coding	Sytl2
ENSMUSG00000051008.5	chr11	60112219	60115230	-	lincRNA	4930412M03Rik
ENSMUSG00000074887.4	chr7	43214039	43226842	+	lincRNA	EU599041
ENSMUSG00000109228.2	chr13	76201708	76305072	-	protein_coding	Fam81b
ENSMUSG00000118232.1	chr17	26449388	26464157	-	lincRNA	Gm50269
ENSMUSG00000028433.14	chr4	41194313	41275144	-	protein_coding	Ubap2
ENSMUSG00000085387.1	chr2	74100924	74102342	-	lincRNA	A630050E04Rik
ENSMUSG00000117811.1	chr18	68559422	68566141	+	lincRNA	Gm29677
ENSMUSG00000017550.14	chr11	80089400	80135794	+	protein_coding	Atad5
ENSMUSG00000029290.12	chr5	105876565	105915818	+	protein_coding	Zfp326
ENSMUSG00000006715.11	chr13	24751845	24761923	-	protein_coding	Gmnn
ENSMUSG00000025644.10	chr9	109093844	109097796	-	antisense	Gm7628
ENSMUSG00000062818.7	chr6	90122596	90132264	+	protein_coding	Vmn1r51
ENSMUSG00000074896.3	chr19	34583531	34588731	+	protein_coding	Ifit3
ENSMUSG00000024799.16	chr19	6062821	6068373	-	protein_coding	Tm7sf2
ENSMUSG00000024483.19	chr18	36559987	36658913	+	protein_coding	Ankhd1
ENSMUSG00000102717.1	chr1	136116577	136119822	-	antisense	Gm37759
ENSMUSG00000035413.8	chr11	80810175	80822033	+	protein_coding	Tmem98
ENSMUSG00000087272.1	chr5	148959278	148961712	+	lincRNA	Gm15409
ENSMUSG00000041360.8	chr19	27388698	27429825	-	protein_coding	Pum3
ENSMUSG00000086900.1	chr11	69329825	69332122	-	antisense	Kcnab3os
ENSMUSG00000118134.1	chr18	67768299	67799971	-	antisense	4930549G23Rik
ENSMUSG00000075420.6	chr11	115912017	115913920	+	protein_coding	Smim6
ENSMUSG00000098754.7	chr2	131909957	131956130	+	protein_coding	Prn
ENSMUSG00000018589.8	chrX	165129017	165327393	-	protein_coding	Glra2
ENSMUSG00000041505.15	chr5	146514123	146516902	+	protein_coding	Gm3402
ENSMUSG00000112530.1	chr10	53569669	53571582	+	antisense	Gm47738
ENSMUSG00000009731.4	chrX	7822289	7838280	+	protein_coding	Kcnd1
ENSMUSG00000079014.4	chr12	104263122	104269372	+	protein_coding	Serpina3i
ENSMUSG00000033863.2	chr19	23141226	23168134	+	protein_coding	Klf9
ENSMUSG00000059811.13	chr17	79848390	79896123	-	protein_coding	Atl2
ENSMUSG00000116595.1	chr16	93472167	93487074	-	lincRNA	Gm30695
ENSMUSG00000117551.1	chr17	26317418	26322622	-	lincRNA	Gm50015
ENSMUSG00000029168.14	chr5	30711564	30799375	+	protein_coding	Dpysl5
ENSMUSG00000025157.8	chr19	41933480	41944104	+	protein_coding	Zdhhc16
ENSMUSG00000097762.1	chr12	84039469	84053807	-	antisense	4732463B04Rik
ENSMUSG00000025241.16	chr9	123789500	123851899	-	protein_coding	Fyco1
ENSMUSG00000101897.1	chr3	21268372	21269090	-	lincRNA	Gm29137
ENSMUSG00000086381.1	chr9	7669429	7695631	-	antisense	AV064505
